,Nama,Ulasan,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
762,Faisal Al Shehri,sebagai pemandangan yang sangat indah dianggap air terjun tanah yang turun ke laut masalahnya air air terjun itu membuang kotoran ke dalamnya sangat tercemar mereka harus menjagan,Negatif,"['sebagai', 'pemandangan', 'yang', 'sangat', 'indah', 'dianggap', 'air', 'terjun', 'tanah', 'yang', 'turun', 'ke', 'laut', 'masalahnya', 'air', 'air', 'terjun', 'itu', 'membuang', 'kotoran', 'ke', 'dalamnya', 'sangat', 'tercemar', 'mereka', 'harus', 'menjagan']","['sebagai', 'pemandangan', 'yang', 'sangat', 'indah', 'anggap', 'air', 'terjun', 'tanah', 'yang', 'turun', 'ke', 'laut', 'masalahnya', 'air', 'air', 'terjun', 'itu', 'membuang', 'kotoran', 'ke', 'dalamnya', 'sangat', 'tercemar', 'mereka', 'harus', 'menjagan']","['pemandangan', 'indah', 'anggap', 'air', 'terjun', 'tanah', 'turun', 'laut', 'air', 'air', 'terjun', 'membuang', 'kotoran', 'dalamnya', 'tercemar', 'menjagan']","['pemandangan', 'indah', 'anggap', 'air', 'terjun', 'tanah', 'turun', 'laut', 'air', 'air', 'terjun', 'membuang', 'kotoran', 'dalamnya', 'tercemar', 'menjagan']","['pandang', 'indah', 'anggap', 'air', 'terjun', 'tanah', 'turun', 'laut', 'air', 'air', 'terjun', 'buang', 'kotor', 'dalam', 'cemar', 'menjagan']"
763,Deni Priyo,bagus banget cuma sayang jalan menuju curug rusak parah tolong diperbaiki,Negatif,"['bagus', 'banget', 'cuma', 'sayang', 'jalan', 'menuju', 'curug', 'rusak', 'parah', 'tolong', 'diperbaiki']","['bagus', 'banget', 'cuma', 'sayang', 'jalan', 'menuju', 'curug', 'rusak', 'parah', 'tolong', 'perbaikan']","['bagus', 'banget', 'sayang', 'jalan', 'curug', 'rusak', 'parah', 'tolong', 'perbaikan']","['bagus', 'banget', 'sayang', 'jalan', 'curug', 'rusak', 'parah', 'tolong', 'perbaikan']","['bagus', 'banget', 'sayang', 'jalan', 'curug', 'rusak', 'parah', 'tolong', 'baik']"
764,Wikan Karis Basutama,a nice waterfall with a view of the sea recommended stopping by if you are in madura close proximity to the main road large parking area,Positif,"['a', 'nice', 'waterfall', 'with', 'a', 'view', 'of', 'the', 'sea', 'recommended', 'stopping', 'by', 'if', 'you', 'are', 'in', 'madura', 'close', 'proximity', 'to', 'the', 'main', 'road', 'large', 'parking', 'area']","['a', 'bagus', 'waterfall', 'with', 'a', 'view', 'of', 'itu', 'sea', 'rekomendasi', 'stopping', 'banyak', 'jika', 'kamu', 'are', 'in', 'madura', 'close', 'proximity', 'untuk', 'itu', 'main', 'road', 'large', 'parking', 'area']","['a', 'bagus', 'waterfall', 'with', 'a', 'view', 'of', 'sea', 'rekomendasi', 'stopping', 'are', 'in', 'madura', 'close', 'proximity', 'main', 'road', 'large', 'parking', 'area']","['bagus', 'waterfall', 'with', 'view', 'of', 'sea', 'rekomendasi', 'stopping', 'madura', 'close', 'proximity', 'main', 'road', 'large', 'parking', 'area']","['bagus', 'waterfall', 'with', 'view', 'of', 'sea', 'rekomendasi', 'stopping', 'madura', 'close', 'proximity', 'main', 'road', 'large', 'parking', 'area']"
765,Barry Russell,it s ok it s water falling into the sea so that s cool it would be better as a swimming area instead of just a selfie point but for this area it s ok to stop and check for mins,Positif,"['it', 's', 'ok', 'it', 's', 'water', 'falling', 'into', 'the', 'sea', 'so', 'that', 's', 'cool', 'it', 'would', 'be', 'better', 'as', 'a', 'swimming', 'area', 'instead', 'of', 'just', 'a', 'selfie', 'point', 'but', 'for', 'this', 'area', 'it', 's', 'ok', 'to', 'stop', 'and', 'check', 'for', 'mins']","['itu', 's', 'oke', 'itu', 's', 'water', 'falling', 'into', 'itu', 'sea', 'jadi', 'that', 's', 'cool', 'itu', 'would', 'saja', 'better', 'as', 'a', 'swimming', 'area', 'instead', 'of', 'hanya', 'a', 'selfie', 'point', 'but', 'for', 'itu', 'area', 'itu', 's', 'oke', 'untuk', 'berhenti', 'dan', 'check', 'for', 'mins']","['s', 'oke', 's', 'water', 'falling', 'into', 'sea', 'that', 's', 'cool', 'would', 'better', 'as', 'a', 'swimming', 'area', 'instead', 'of', 'a', 'selfie', 'point', 'but', 'for', 'area', 's', 'oke', 'berhenti', 'check', 'for', 'mins']","['oke', 'water', 'falling', 'into', 'sea', 'that', 'cool', 'would', 'better', 'swimming', 'area', 'instead', 'of', 'selfie', 'point', 'but', 'for', 'area', 'oke', 'berhenti', 'check', 'for', 'mins']","['oke', 'water', 'falling', 'into', 'sea', 'that', 'cool', 'would', 'better', 'swimming', 'area', 'instead', 'of', 'selfie', 'point', 'but', 'for', 'area', 'oke', 'henti', 'check', 'for', 'mins']"
766,Baihaqi Bintang,one of the best photo spot in madura,Positif,"['one', 'of', 'the', 'best', 'photo', 'spot', 'in', 'madura']","['one', 'of', 'itu', 'baik', 'photo', 'spot', 'in', 'madura']","['one', 'of', 'photo', 'spot', 'in', 'madura']","['one', 'of', 'photo', 'spot', 'madura']","['one', 'of', 'photo', 'spot', 'madura']"
767,Rakina Rahman,beautiful waterfall,Positif,"['beautiful', 'waterfall']","['beautiful', 'waterfall']","['beautiful', 'waterfall']","['beautiful', 'waterfall']","['beautiful', 'waterfall']"
768,Adam Victor Handoyo,amazing place for landscape lover,Positif,"['amazing', 'place', 'for', 'landscape', 'lover']","['takjub', 'place', 'for', 'landscape', 'lover']","['takjub', 'place', 'for', 'landscape', 'lover']","['takjub', 'place', 'for', 'landscape', 'lover']","['takjub', 'place', 'for', 'landscape', 'lover']"
769,joni pri,this place is beautiful and convenience,Positif,"['this', 'place', 'is', 'beautiful', 'and', 'convenience']","['itu', 'place', 'adalah', 'beautiful', 'dan', 'convenience']","['place', 'beautiful', 'convenience']","['place', 'beautiful', 'convenience']","['place', 'beautiful', 'convenience']"
770,????:?????????? ???? ?? ??? ?? ???? ???????,tampilan yang menarik dan gambar yang indah seolah olah menggambar dari imajinasi tapi itu butuh per,Positif,"['tampilan', 'yang', 'menarik', 'dan', 'gambar', 'yang', 'indah', 'seolah', 'olah', 'menggambar', 'dari', 'imajinasi', 'tapi', 'itu', 'butuh', 'per']","['tampil', 'yang', 'menarik', 'dan', 'gambar', 'yang', 'indah', 'seolah', 'olah', 'menggambar', 'dari', 'imajinasi', 'tapi', 'itu', 'butuh', 'per']","['tampil', 'menarik', 'gambar', 'indah', 'olah', 'menggambar', 'imajinasi', 'butuh']","['tampil', 'menarik', 'gambar', 'indah', 'olah', 'menggambar', 'imajinasi', 'butuh']","['tampil', 'tarik', 'gambar', 'indah', 'olah', 'gambar', 'imajinasi', 'butuh']"
771,oscar samosir,little waterfall and sea view,Positif,"['little', 'waterfall', 'and', 'sea', 'view']","['little', 'waterfall', 'dan', 'sea', 'view']","['little', 'waterfall', 'sea', 'view']","['little', 'waterfall', 'sea', 'view']","['little', 'waterfall', 'sea', 'view']"
772,Buhari Stisindo,nice scenery awesome,Positif,"['nice', 'scenery', 'awesome']","['bagus', 'scenery', 'keren']","['bagus', 'scenery', 'keren']","['bagus', 'scenery', 'keren']","['bagus', 'scenery', 'keren']"
773,zaini Art,it s beautiful,Positif,"['it', 's', 'beautiful']","['itu', 's', 'beautiful']","['s', 'beautiful']",['beautiful'],['beautiful']
774,Rizky Analdo,just visit madura and arrived here quite good place but the access to go in it a bit hard bc we stepped on a root,Positif,"['just', 'visit', 'madura', 'and', 'arrived', 'here', 'quite', 'good', 'place', 'but', 'the', 'access', 'to', 'go', 'in', 'it', 'a', 'bit', 'hard', 'bc', 'we', 'stepped', 'on', 'a', 'root']","['hanya', 'visit', 'madura', 'dan', 'arrived', 'here', 'quite', 'bagus', 'place', 'but', 'itu', 'access', 'untuk', 'go', 'in', 'itu', 'a', 'bit', 'hard', 'bc', 'we', 'stepped', 'hidup', 'a', 'root']","['visit', 'madura', 'arrived', 'here', 'quite', 'bagus', 'place', 'but', 'access', 'go', 'in', 'a', 'bit', 'hard', 'bc', 'we', 'stepped', 'hidup', 'a', 'root']","['visit', 'madura', 'arrived', 'here', 'quite', 'bagus', 'place', 'but', 'access', 'go', 'bit', 'hard', 'bc', 'we', 'stepped', 'hidup', 'root']","['visit', 'madura', 'arrived', 'here', 'quite', 'bagus', 'place', 'but', 'access', 'go', 'bit', 'hard', 'bc', 'we', 'stepped', 'hidup', 'root']"
775,Novel firdhaus,literally not like i m expected the waterfall is so small and we can t swim too no too recommended,Positif,"['literally', 'not', 'like', 'i', 'm', 'expected', 'the', 'waterfall', 'is', 'so', 'small', 'and', 'we', 'can', 't', 'swim', 'too', 'no', 'too', 'recommended']","['literally', 'not', 'suka', 'saya', 'm', 'expected', 'itu', 'waterfall', 'adalah', 'jadi', 'small', 'dan', 'we', 'can', 't', 'swim', 'too', 'tidak', 'too', 'rekomendasi']","['literally', 'not', 'suka', 'm', 'expected', 'waterfall', 'small', 'we', 'can', 't', 'swim', 'too', 'too', 'rekomendasi']","['literally', 'not', 'suka', 'expected', 'waterfall', 'small', 'we', 'can', 'swim', 'too', 'too', 'rekomendasi']","['literally', 'not', 'suka', 'expected', 'waterfall', 'small', 'we', 'can', 'swim', 'too', 'too', 'rekomendasi']"
776,Kate Hall,beautiful waterfall and fairly rare easy access with parking above,Positif,"['beautiful', 'waterfall', 'and', 'fairly', 'rare', 'easy', 'access', 'with', 'parking', 'above']","['beautiful', 'waterfall', 'dan', 'fairly', 'rare', 'easy', 'access', 'with', 'parking', 'above']","['beautiful', 'waterfall', 'fairly', 'rare', 'easy', 'access', 'with', 'parking', 'above']","['beautiful', 'waterfall', 'fairly', 'rare', 'easy', 'access', 'with', 'parking', 'above']","['beautiful', 'waterfall', 'fairly', 'rare', 'easy', 'access', 'with', 'parking', 'above']"
777,Cing Cing,amazing place to shot,Positif,"['amazing', 'place', 'to', 'shot']","['takjub', 'place', 'untuk', 'shot']","['takjub', 'place', 'shot']","['takjub', 'place', 'shot']","['takjub', 'place', 'shot']"
778,Lazuardi Al Muzaki,hidden place ad worth quiet from crowds though it s all accessible by any vehicles that s make it special,Positif,"['hidden', 'place', 'ad', 'worth', 'quiet', 'from', 'crowds', 'though', 'it', 's', 'all', 'accessible', 'by', 'any', 'vehicles', 'that', 's', 'make', 'it', 'special']","['hidden', 'place', 'ada', 'worth', 'quiet', 'from', 'crowds', 'though', 'itu', 's', 'semua', 'accessible', 'banyak', 'any', 'vehicles', 'that', 's', 'membuat', 'itu', 'special']","['hidden', 'place', 'worth', 'quiet', 'from', 'crowds', 'though', 's', 'accessible', 'any', 'vehicles', 'that', 's', 'special']","['hidden', 'place', 'worth', 'quiet', 'from', 'crowds', 'though', 'accessible', 'any', 'vehicles', 'that', 'special']","['hidden', 'place', 'worth', 'quiet', 'from', 'crowds', 'though', 'accessible', 'any', 'vehicles', 'that', 'special']"
779,Dyan Fatah,good view still natural need more manage to make the best,Positif,"['good', 'view', 'still', 'natural', 'need', 'more', 'manage', 'to', 'make', 'the', 'best']","['bagus', 'view', 'still', 'natural', 'need', 'more', 'manage', 'untuk', 'membuat', 'itu', 'baik']","['bagus', 'view', 'still', 'natural', 'need', 'more', 'manage']","['bagus', 'view', 'still', 'natural', 'need', 'more', 'manage']","['bagus', 'view', 'still', 'natural', 'need', 'more', 'manage']"
780,Paul Widjanarko,great place to visit and taking beautiful picture of the waterfalls during sunset,Positif,"['great', 'place', 'to', 'visit', 'and', 'taking', 'beautiful', 'picture', 'of', 'the', 'waterfalls', 'during', 'sunset']","['bagus', 'place', 'untuk', 'visit', 'dan', 'taking', 'beautiful', 'picture', 'of', 'itu', 'waterfalls', 'during', 'sunset']","['bagus', 'place', 'visit', 'taking', 'beautiful', 'picture', 'of', 'waterfalls', 'during', 'sunset']","['bagus', 'place', 'visit', 'taking', 'beautiful', 'picture', 'of', 'waterfalls', 'during', 'sunset']","['bagus', 'place', 'visit', 'taking', 'beautiful', 'picture', 'of', 'waterfalls', 'during', 'sunset']"
781,Poeng,beautiful water falls at beach,Positif,"['beautiful', 'water', 'falls', 'at', 'beach']","['beautiful', 'water', 'falls', 'at', 'beach']","['beautiful', 'water', 'falls', 'at', 'beach']","['beautiful', 'water', 'falls', 'beach']","['beautiful', 'water', 'falls', 'beach']"
782,Rose Diana Sari,mini waterfall in north madura island,Positif,"['mini', 'waterfall', 'in', 'north', 'madura', 'island']","['mini', 'waterfall', 'in', 'north', 'madura', 'island']","['mini', 'waterfall', 'in', 'north', 'madura', 'island']","['mini', 'waterfall', 'north', 'madura', 'island']","['mini', 'waterfall', 'north', 'madura', 'island']"
783,Fithra Asriyani,besar,Positif,['besar'],['besar'],[],[],[]
784,Selvie Liao,nice,Positif,['nice'],['bagus'],['bagus'],['bagus'],['bagus']
785,Mofir,ok,Positif,['ok'],['oke'],['oke'],['oke'],['oke']
786,faried alvino,air yerjun toroan sampang,Positif,"['air', 'yerjun', 'toroan', 'sampang']","['air', 'yerjun', 'toroan', 'sampang']","['air', 'yerjun', 'toroan', 'sampang']","['air', 'yerjun', 'toroan', 'sampang']","['air', 'yerjun', 'toro', 'sampang']"
787,Mardi Setiawan,river fall to the sea,Positif,"['river', 'fall', 'to', 'the', 'sea']","['river', 'fall', 'untuk', 'itu', 'sea']","['river', 'fall', 'sea']","['river', 'fall', 'sea']","['river', 'fall', 'sea']"
788,Azura Azura,niceeee,Positif,['niceee'],['niceee'],['niceee'],['niceee'],['niceee']
789,M. Anwarsyam Mohamad,nice spot,Positif,"['nice', 'spot']","['bagus', 'spot']","['bagus', 'spot']","['bagus', 'spot']","['bagus', 'spot']"
790,Natsuri Afroh,bagu jgk ya payment danga pun bag,Positif,"['bagu', 'jgk', 'ya', 'payment', 'danga', 'pun', 'bag']","['bagus', 'jgk', 'ya', 'payment', 'danga', 'pun', 'bag']","['bagus', 'jgk', 'ya', 'payment', 'danga', 'bag']","['bagus', 'jgk', 'payment', 'danga', 'bag']","['bagus', 'jgk', 'payment', 'danga', 'bag']"
791,Roudhotul Ilmiyah,airnya tidak sejernih di foto,Positif,"['airnya', 'tidak', 'sejernih', 'di', 'foto']","['airnya', 'tidak', 'sejernih', 'di', 'foto']","['airnya', 'sejernih', 'foto']","['airnya', 'sejernih', 'foto']","['air', 'jernih', 'foto']"
792,Rendy Lewerissa,had a great view to relief stress especially at sunset,Positif,"['had', 'a', 'great', 'view', 'to', 'relief', 'stress', 'especially', 'at', 'sunset']","['memiliki', 'a', 'bagus', 'view', 'untuk', 'relief', 'stress', 'especially', 'at', 'sunset']","['memiliki', 'a', 'bagus', 'view', 'relief', 'stress', 'especially', 'at', 'sunset']","['memiliki', 'bagus', 'view', 'relief', 'stress', 'especially', 'sunset']","['milik', 'bagus', 'view', 'relief', 'stress', 'especially', 'sunset']"
793,Ali mahrus,sip,Positif,['sip'],['sip'],['sip'],[],[]
794,Cristian Moreno,it s ok for a nice stop and even for a tasty meal,Positif,"['it', 's', 'ok', 'for', 'a', 'nice', 'stop', 'and', 'even', 'for', 'a', 'tasty', 'meal']","['itu', 's', 'oke', 'for', 'a', 'bagus', 'berhenti', 'dan', 'even', 'for', 'a', 'tasty', 'meal']","['s', 'oke', 'for', 'a', 'bagus', 'berhenti', 'even', 'for', 'a', 'tasty', 'meal']","['oke', 'for', 'bagus', 'berhenti', 'even', 'for', 'tasty', 'meal']","['oke', 'for', 'bagus', 'henti', 'even', 'for', 'tasty', 'meal']"
795,fnu asnawi,sampah dimana mana huhu kecewa,Negatif,"['sampah', 'dimana', 'mana', 'huhu', 'kecewa']","['sampah', 'dimana', 'mana', 'huhu', 'kecewa']","['sampah', 'dimana', 'huhu', 'kecewa']","['sampah', 'dimana', 'huhu', 'kecewa']","['sampah', 'mana', 'huhu', 'kecewa']"
796,entop topan,nice scenery,Positif,"['nice', 'scenery']","['bagus', 'scenery']","['bagus', 'scenery']","['bagus', 'scenery']","['bagus', 'scenery']"
797,Steven Ray W,silence the environment is really quite beautiful and fresh air,Positif,"['silence', 'the', 'environment', 'is', 'really', 'quite', 'beautiful', 'and', 'fresh', 'air']","['silence', 'itu', 'environment', 'adalah', 'really', 'quite', 'beautiful', 'dan', 'fresh', 'air']","['silence', 'environment', 'really', 'quite', 'beautiful', 'fresh', 'air']","['silence', 'environment', 'really', 'quite', 'beautiful', 'fresh', 'air']","['silence', 'environment', 'really', 'quite', 'beautiful', 'fresh', 'air']"
798,Rohid_akram,kor cek settong dereh,Positif,"['kor', 'cek', 'settong', 'dereh']","['kor', 'cek', 'settong', 'dereh']","['kor', 'cek', 'settong', 'dereh']","['kor', 'cek', 'settong', 'dereh']","['kor', 'cek', 'settong', 'deh']"
799,Novian3 DK,there s have a good place for your trip in island,Positif,"['there', 's', 'have', 'a', 'good', 'place', 'for', 'your', 'trip', 'in', 'island']","['there', 's', 'have', 'a', 'bagus', 'place', 'for', 'your', 'trip', 'in', 'island']","['there', 's', 'have', 'a', 'bagus', 'place', 'for', 'your', 'trip', 'in', 'island']","['have', 'bagus', 'place', 'for', 'your', 'trip', 'island']","['have', 'bagus', 'place', 'for', 'your', 'trip', 'island']"
800,Sigit Purnomo,beautifull view,Positif,"['beautifull', 'view']","['beautifull', 'view']","['beautifull', 'view']","['beautifull', 'view']","['beautifull', 'view']"
801,Smart Foto & Video Surabaya,landscape photography,Positif,"['landscape', 'photography']","['landscape', 'photography']","['landscape', 'photography']","['landscape', 'photography']","['landscape', 'photography']"
802,Afrinaldi Zulhen,one of the best sea waterfall in thr world,Positif,"['one', 'of', 'the', 'best', 'sea', 'waterfall', 'in', 'thr', 'world']","['one', 'of', 'itu', 'baik', 'sea', 'waterfall', 'in', 'thr', 'world']","['one', 'of', 'sea', 'waterfall', 'in', 'thr', 'world']","['one', 'of', 'sea', 'waterfall', 'thr', 'world']","['one', 'of', 'sea', 'waterfall', 'thr', 'world']"
803,Reza Syahputra,quite good place but need more improvement,Positif,"['quite', 'good', 'place', 'but', 'need', 'more', 'improvement']","['quite', 'bagus', 'place', 'but', 'need', 'more', 'improvement']","['quite', 'bagus', 'place', 'but', 'need', 'more', 'improvement']","['quite', 'bagus', 'place', 'but', 'need', 'more', 'improvement']","['quite', 'bagus', 'place', 'but', 'need', 'more', 'improvement']"
804,Herlina Halim,need more facilities to take good point of picture,Positif,"['need', 'more', 'facilities', 'to', 'take', 'good', 'point', 'of', 'picture']","['need', 'more', 'facilities', 'untuk', 'take', 'bagus', 'point', 'of', 'picture']","['need', 'more', 'facilities', 'take', 'bagus', 'point', 'of', 'picture']","['need', 'more', 'facilities', 'take', 'bagus', 'point', 'of', 'picture']","['need', 'more', 'facilities', 'take', 'bagus', 'point', 'of', 'picture']"
805,Soffian Joyopranoto,good view when the sun in the northern,Positif,"['good', 'view', 'when', 'the', 'sun', 'in', 'the', 'northern']","['bagus', 'view', 'kapan', 'itu', 'sun', 'in', 'itu', 'northern']","['bagus', 'view', 'sun', 'in', 'northern']","['bagus', 'view', 'sun', 'northern']","['bagus', 'view', 'sun', 'northern']"
806,ibnu widagdo,nice,Positif,['nice'],['bagus'],['bagus'],['bagus'],['bagus']
807,Graeme Ts,nice waterfall of freshwater into the java sea,Positif,"['nice', 'waterfall', 'of', 'freshwater', 'into', 'the', 'java', 'sea']","['bagus', 'waterfall', 'of', 'freshwater', 'into', 'itu', 'java', 'sea']","['bagus', 'waterfall', 'of', 'freshwater', 'into', 'java', 'sea']","['bagus', 'waterfall', 'of', 'freshwater', 'into', 'java', 'sea']","['bagus', 'waterfall', 'of', 'freshwater', 'into', 'java', 'sea']"
808,Bayu K,good place for hunting photo with wild inspiration,Positif,"['good', 'place', 'for', 'hunting', 'photo', 'with', 'wild', 'inspiration']","['bagus', 'place', 'for', 'hunting', 'photo', 'with', 'wild', 'inspiration']","['bagus', 'place', 'for', 'hunting', 'photo', 'with', 'wild', 'inspiration']","['bagus', 'place', 'for', 'hunting', 'photo', 'with', 'wild', 'inspiration']","['bagus', 'place', 'for', 'hunting', 'photo', 'with', 'wild', 'inspiration']"
